"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12"
"table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT02",NA,"3.3518690764255e-06","0.000180382707123283","0.000214298316686414","0.000228501236102969","8.7746513348513e-06","3.09859759698058e-05","0.00079811629500898","0.020898752096517","0.000133740477640895","1.47822507227207e-06"
"VT03",NA,NA,"5.48143073742251e-05","9.66524707704568e-05","4.52153872132989e-05","2.64922302929314e-06","7.51384897063329e-10","0.00356087764210436","0.0278254488529404","0.000289596351140615","1.07414491577907e-05"
"VT04",NA,NA,NA,"0.000215054046934078","6.68353429105404e-05","4.38335533948226e-05","7.79469595386242e-05","0.0304888991923456","0.144799784591259","6.10629693885542e-05","0.000123701318470565"
"VT05",NA,NA,NA,NA,"0.00050169547994946","3.59681282339419e-05","6.50932581126759e-05","0.000967269917352872","0.0109444508447881","8.86515938491802e-05","1.26320120302916e-05"
"VT06",NA,NA,NA,NA,NA,"5.74450835549117e-05","1.45456983845886e-05","0.0163319181720949","0.0555430166000725","5.63676735065697e-05","5.71449694848882e-05"
"VT07",NA,NA,NA,NA,NA,NA,"3.90236841176798e-06","0.00549164278450769","0.0263082652356442","0.000174149448949144","2.37117289023684e-05"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.00521638251337527","0.0280390612192271","0.000324466697458037","2.47182055486188e-05"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.000628154624582107","0.00349591860248919","0.000190809887585011"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0253295171663356","0.00617095915955501"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.97828476302505e-06"
"","PC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.42778586183596","0.494208408244323","-0.793904525110245","0.730100706130554","0.363686816027356","0.391064856011296","0.668761229269107","0.552145217492346","0.280237135841891","0.594786772619406","0.396979541249102"
"VT02",NA,"0.648201521757742","-0.737674643004765","0.646798133514617","0.408462251710533","0.409680059762725","0.630866942862404","0.643848525817761","0.500327378578981","0.736775358721413","0.704669404357174"
"VT03",NA,NA,"-0.681383147431092","0.808583788756105","0.0632408235162797","0.7489084597968","0.941351261977774","0.667419888246343","0.381783475225842","0.599349611701575","0.952828183435406"
"VT04",NA,NA,NA,"-0.689674683942946","-0.367673440027437","-0.30358228257536","-0.785006764242004","-0.589897467443364","-0.246612275923864","-0.878164430203515","-0.651446958668285"
"VT05",NA,NA,NA,NA,"0.097349441635409","0.788034097466355","0.866790741115028","0.807333526722557","0.541090780825061","0.620523570981039","0.829606996778744"
