"corr.table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12","SF1","SF2","SF3","SM1","SM2","SM3"
"VT01","0.960111014240331","0.93612736728875","0.898789929925109","0.93083619978973","0.897806881771937","0.950890169284614","0.930910473800286","0.888187023335835","0.889875835795425","0.93847705610043","0.95398999293989","0.902881280920474","0.788877083723606","0.824292037519432","0.893530840980477","0.854628601486006","0.901749968698212"
"VT02",NA,"0.92963676478692","0.84978781842365","0.894400894525572","0.891010949162863","0.953345877310437","0.892554960127148","0.926522432505286","0.854567425843529","0.902292546377975","0.957222688900129","0.939651312772703","0.766506612183966","0.80869509402733","0.929863510439858","0.857327648460159","0.927209713561149"
"VT03",NA,NA,"0.838065016577299","0.964796331818989","0.927075782546709","0.949128372718478","0.971853741792258","0.89668706183519","0.852161244631093","0.870941324081836","0.933489271738898","0.912157586654225","0.832501075235216","0.843747936646431","0.940425080656126","0.891804229698458","0.964087798740855"
"VT04",NA,NA,NA,"0.842384554882179","0.892354859994736","0.894950521099876","0.826382118221377","0.733157006117499","0.804186510526119","0.93591149296866","0.852030580174322","0.827942655981073","0.683802946532945","0.789160306510884","0.816126405895568","0.765315979585151","0.839285818279557"
"VT05",NA,NA,NA,NA,"0.885965216753898","0.919863869797778","0.972202337626461","0.901807286145912","0.866597214177806","0.8944099025849","0.94127404514595","0.877434056590604","0.809411946635978","0.828729201985947","0.883209903989778","0.838808676527779","0.912603251561265"
"VT06",NA,NA,NA,NA,NA,"0.914310584680069","0.930437070361433","0.826642690108696","0.798913736973623","0.921727855879527","0.884202537004787","0.807689958197216","0.701210310465881","0.681030383668731","0.838261844849994","0.747875583078058","0.865120038728147"
"VT07",NA,NA,NA,NA,NA,NA,"0.900758096597855","0.872584381485027","0.846019145706395","0.894774580341273","0.92330778479571","0.898994271000119","0.751540802629094","0.815303144051797","0.893108077383645","0.87331683271274","0.930824748299091"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.887392083132081","0.844989664366565","0.887492612539","0.919936185632943","0.845829955043893","0.817084526421338","0.777799248093773","0.877299305643464","0.81892505906939","0.903031856435596"
