"corr.table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12","SF1","SF2","SF3","SM1","SM2","SM3"
"VT01","0.502088649320183","-0.939508992786225","-0.902683058250701","-0.927927169428371","0.929165045821497","0.951902112289603","0.932562822498791","0.913321894255245","0.917205338208341","0.921068815524885","0.946836215729777","0.368057182106619","0.478204913466244","0.377701597947627","0.387394451308361","0.391552839395735","0.248063129327938"
"VT02",NA,"-0.437947228034566","-0.497967819786446","-0.385724470499457","0.627770739496609","0.560595227786736","0.516283261484418","0.597568308704164","0.575993833760652","0.592221767886105","0.510872329681906","0.596933102382925","0.732210365136507","0.627947185399781","0.729666467353904","0.832413017374468","0.23237325595923"
"VT03",NA,NA,"0.882475689857302","0.962401477341979","-0.946264619695183","-0.943653850745899","-0.98402857209187","-0.932433156065606","-0.85957583935982","-0.898794681801499","-0.936558690842572","-0.371922870730102","-0.425699907422423","-0.297169326472989","-0.349074205868562","-0.315298450681749","-0.113353879621604"
"VT04",NA,NA,NA,"0.905380861739899","-0.892350736089985","-0.947540673634648","-0.857220560405075","-0.860751146357402","-0.9183431937883","-0.888794335457667","-0.929542652798622","-0.473598543879114","-0.356002557950346","-0.310972293454105","-0.364442246605803","-0.334196069497556","0.0248917585175853"
"VT05",NA,NA,NA,NA,"-0.917517996690381","-0.93518308798447","-0.946936685370833","-0.911660066088909","-0.840150916366584","-0.904060456194989","-0.931276044778094","-0.319621411199831","-0.360262861774305","-0.246709961895166","-0.294067012640237","-0.186810844934338","-0.0997134395545252"
"VT06",NA,NA,NA,NA,NA,"0.924581388199339","0.97490277664895","0.934273339158492","0.85640417864931","0.959501502398393","0.927702021581841","0.585790332425181","0.631407134167906","0.542938997684859","0.566473387433823","0.543471593216938","0.0839357449417227"
"VT07",NA,NA,NA,NA,NA,NA,"0.920057315067676","0.941237163419273","0.943624997415674","0.904266440276288","0.96476525345896","0.332179063831783","0.406568056966089","0.263142582289916","0.313527002115385","0.347566325625125","0.0805700859965273"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.925199484561095","0.815484212517944","0.913861807073777","0.907292081162194","0.473209461508975","0.545330839653381","0.435637033954472","0.47473158717581","0.419198383815031","0.163682884322089"
