"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12"
"VT01",-0.959068481267122,0.943233327450097,0.907970199449549,0.933766699156553,-0.90461683303634,-0.951854980481319,-0.928266595727099,-0.89230855375736,0.893786816521635,-0.937568775154178,-0.959210546338785
"VT02",NA,-0.932170700586309,-0.857829693402216,-0.888459548257235,0.895316621408129,0.954498485875665,0.891486938748693,0.927533170728638,-0.852285000378184,0.899905197841783,0.960028591566427
"VT03",NA,NA,0.851666289514666,0.963012953750035,-0.942265899172885,-0.955741118699757,-0.975190983917047,-0.895763952246885,0.840204176302468,-0.875443317132522,-0.933171298958065
"VT04",NA,NA,NA,0.842799880124144,-0.893069833576877,-0.915506531875129,-0.823571639873933,-0.747331752861393,0.804311377060961,-0.931822157358998,-0.861294059416513
"VT05",NA,NA,NA,NA,-0.900033806983478,-0.917107100433797,-0.975032078011868,-0.901948277358586,0.857659439755771,-0.896663124236306,-0.936252598553348
"VT06",NA,NA,NA,NA,NA,0.918384903103342,0.942550646788298,0.846802664562308,-0.805054709584872,0.922362695803287,0.901085163607601
"VT07",NA,NA,NA,NA,NA,NA,0.901257794840461,0.877337890650533,-0.850936234729689,0.894774755093015,0.931940326157455
"VT08",NA,NA,NA,NA,NA,NA,NA,0.894330612713879,-0.837601512903176,0.885487788270902,0.919890781363917
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,-0.91356963723123,0.886089991391863,0.967916409337315
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.884472347344211,-0.946651968331
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945140155403303
