"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12"
"table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.805944526013576","0.922160943555193"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.875175881780315"
"","PC1 p-values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","0.0027259754036672","0.00505385719438742","0.0035613743240542","0.00164502921251625","0.0167513173813852","0.0192850714990419","0.00254324094258033","0.000382554871264347","0.000189797111974539","7.11257700894662e-05","3.32000493415885e-05"
"VT02",NA,"0.0432646848524953","0.0615693584531359","0.0800632375741979","0.0162230075778436","0.0328734394072414","0.00587332996648937","0.00205194856982016","0.00799367690928386","0.00199749936556845","0.0125857334670688"
"VT03",NA,NA,"0.0172858175511418","0.000498920155153742","0.0332347261000612","0.0901877076678478","0.000951898196195464","0.00475919932073601","0.0353953280910319","0.0104670061376456","0.00349994872235142"
"VT04",NA,NA,NA,"0.0221886403578162","0.184508767840345","0.214335708199704","0.0237925321263429","0.0238494301980527","0.00405089446119962","0.00082468767335187","0.00379823702692488"
"VT05",NA,NA,NA,NA,"0.00894068247078567","0.00679655741523169","0.00725911237169987","0.00115098055853893","0.0160791801340247","0.0151350543002799","0.000787465822097875"
"VT06",NA,NA,NA,NA,NA,"0.0311364702164766","0.0181576815140981","0.00920402947204771","0.102020713127756","0.0214997491053308","0.0198215167897007"
"VT07",NA,NA,NA,NA,NA,NA,"0.183755130540899","0.00443755118012299","0.0149392489749667","0.148072890840781","0.0283222632383688"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.00410029970065998","0.054184850976181","0.000352330910881622","0.0068199765804276"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.000446793787462011","0.00134684945051081","3.51102252169252e-05"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00274055885331158","5.35406857925471e-05"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00041809549487956"
"","PC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VT01","-0.635722834431324","0.0465585994095853","-0.268580341351828","0.0374637286322482","0.34799161297182","-0.233598542825139","0.355077970519908","-0.596042790560634","-0.372505272351346","0.13037458133257","-0.156231600746387"
