0.19,0.27,0.13,0.12,0.15,0.1,0.07,0.2,0.44,0.34,0.29
0.19,0.33,0.27,0.11,0.16,0.26,0.24,0.17,0.66,0.51,0.42
0.25,0.44,0.39,0.11,0.22,0.36,0.38,0.17,0.88,0.52,0.7
0.34,0.59,0.59,0.17,0.27,0.45,0.46,0.17,1.04,0.5,1.15
0.53,0.68,0.97,0.33,0.33,0.71,0.53,0.16,1.15,0.82,1.72
0.94,0.77,1.52,0.41,0.55,1.23,0.68,0.21,1.4,1.66,2.49
1.58,1.1,1.98,0.34,0.9,1.63,0.88,0.59,2.03,2.42,3.28
2.19,1.67,2.05,0.42,1.07,1.62,0.88,1.07,2.65,2.55,3.77
2.55,2.13,1.87,0.87,0.96,1.53,0.7,1.11,2.9,2.34,3.91
2.84,2.31,1.82,1.38,0.74,1.57,0.63,0.84,2.89,2.08,3.83
3.38,2.58,1.98,1.67,0.63,1.65,0.67,0.58,2.77,1.83,3.52
3.95,3.08,2.11,1.84,0.78,1.67,0.69,0.5,2.61,1.72,2.99
4.21,3.38,2.08,1.98,1.06,1.54,0.66,0.66,2.29,1.65,2.49
4.09,3.26,1.84,2.13,1.18,1.35,0.57,0.77,1.91,1.53,2.23
3.72,3.06,1.58,2.28,1.09,1.28,0.47,0.69,1.66,1.49,2.02
3.28,2.83,1.55,2.31,1.1,1.19,0.39,0.55,1.39,1.47,1.58
2.75,2.48,1.61,2.18,1.29,0.89,0.34,0.5,0.98,1.28,1.08
2.25,2.11,1.54,1.88,1.34,0.52,0.29,0.53,0.59,0.91,0.84
2.06,2,1.42,1.59,1.13,0.49,0.19,0.51,0.48,0.61,0.89
2.11,2.19,1.48,1.64,0.94,0.97,0.17,0.4,0.72,0.69,1.05
2.04,2.3,1.55,1.94,1.01,1.62,0.43,0.32,1.16,1.09,1.1
1.7,2.14,1.39,2.13,1.31,2.01,1.12,0.46,1.55,1.41,0.95
1.32,1.88,1.03,2.17,1.78,2.15,1.92,0.95,1.71,1.52,0.78
1.02,1.59,0.64,2.18,2.2,2.26,2.48,1.75,1.71,1.56,0.59
0.76,1.4,0.42,2.19,2.39,2.39,2.98,2.53,1.72,1.61,0.35
0.53,1.41,0.43,2.15,2.33,2.56,3.55,3.2,1.86,1.71,0.27
0.38,1.55,0.54,2.14,2.2,2.96,4.19,3.89,2.2,1.87,0.33
0.29,1.99,0.69,2.19,2.16,3.57,4.9,4.59,2.75,2.09,0.41
0.26,2.83,0.89,2.35,2.21,4.04,5.48,5.19,3.35,2.33,0.53
0.28,3.69,1.09,2.66,2.24,4.37,5.78,5.69,3.81,2.48,0.72
0.34,4.14,1.15,3.17,2.24,4.62,5.82,6.14,4.15,2.57,0.99
0.4,4.34,1.13,3.72,2.41,4.67,5.7,6.48,4.53,2.65,1.41
0.53,4.66,1.27,4.07,2.81,4.53,5.57,6.61,4.93,2.72,1.97
0.78,4.91,1.55,4.16,3.34,4.26,5.35,6.49,5.18,2.72,2.4
1.15,4.79,1.78,3.91,3.86,3.8,4.8,6.18,5.07,2.62,2.54
1.43,4.22,1.82,3.32,4.03,3.08,3.98,5.74,4.44,2.33,2.46
1.44,3.4,1.56,2.79,3.83,2.36,3.04,5.12,3.49,1.95,2.14
1.29,2.85,1.39,2.67,3.39,1.91,2.17,4.19,2.68,1.58,1.7
1.17,2.81,1.72,3.05,2.9,1.68,1.56,3.22,2.02,1.19,1.28
1.2,2.96,2.32,3.95,2.71,1.71,1.24,2.58,1.5,0.85,0.88
1.43,2.93,2.77,5.1,2.82,1.98,1.23,2.37,1.26,0.68,0.54
1.64,2.73,2.94,5.96,2.83,2.21,1.37,2.57,1.28,0.65,0.32
1.67,2.48,2.85,6.3,2.61,2.16,1.44,2.74,1.46,0.68,0.22
1.63,2.17,2.61,6.23,2.27,1.82,1.38,2.58,1.63,0.69,0.2
