"corr.table",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","R1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12","SF1","SF2","SF3","SM1","SM2","SM3"
"VT01","0.831896008482067","0.930379456306966","0.854287681116597","0.874371809038399","0.821141154289297","0.925859128264644","0.927259820104863","0.877060304044513","0.882057778218354","0.879970243493668","0.939854036616306","0.839430469805203","0.790892097267596","0.820450393172923","0.860500771035754","0.851256999402504","0.835238451834401"
"VT02",NA,"0.813379992793528","0.675915769327864","0.606076658420747","0.699130591649959","0.770682269549495","0.735867546774875","0.831817188399651","0.823607675336614","0.789053007218841","0.836394397284562","0.677463436476044","0.559350817542804","0.548978298263268","0.734145816531527","0.680123421589763","0.541923217789211"
"VT03",NA,NA,"0.810469753396103","0.8470802272031","0.726606092233249","0.808056011960465","0.896653147691783","0.916565909373106","0.846290765667538","0.884694103776808","0.903759460373878","0.795238673633333","0.603668490684466","0.740183084978671","0.808647844361254","0.789046230686344","0.749122741828169"
"VT04",NA,NA,NA,"0.785604207700263","0.876309784928872","0.912036124460719","0.835203491165095","0.783116790722998","0.793668789649663","0.893298666719746","0.851143034031468","0.630591673536491","0.564998402224469","0.579676679116633","0.590517072436444","0.684184126402951","0.6179444753595"
"VT05",NA,NA,NA,NA,"0.751587178664454","0.779024292572269","0.791828003673623","0.842216749105502","0.82834140238844","0.899583385086145","0.897949069608251","0.765975726631093","0.710819712560654","0.740518231695364","0.816537621083051","0.817749641451261","0.749891703375331"
"VT06",NA,NA,NA,NA,NA,"0.885626665927931","0.87768740090668","0.810461874110361","0.754050955115318","0.889734040155378","0.811170099858464","0.499647875496418","0.668979494350363","0.461959266227134","0.577679048699914","0.527618921975993","0.48294678688887"
"VT07",NA,NA,NA,NA,NA,NA,"0.864789085514539","0.827444455912202","0.842619710414809","0.850729066809328","0.896853500616251","0.662752594513937","0.707087817543826","0.682516233724777","0.715768360177501","0.710430803366529","0.684051264940043"
"VT08",NA,NA,NA,NA,NA,NA,NA,"0.870284902582449","0.814310268643428","0.8597270952088","0.861940099952401","0.678382541092076","0.784263566673166","0.705858904145728","0.746343426838532","0.716884596105619","0.703361388104888"
"VT09",NA,NA,NA,NA,NA,NA,NA,NA,"0.919711141598615","0.945616797478314","0.950404704614579","0.641020766343808","0.661870521000882","0.634691071504289","0.820606382396131","0.742086475654549","0.557352911505927"
"VT10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.902244560605468","0.979968578488556","0.745159572689136","0.768028770556507","0.749694752006513","0.878593695518133","0.888918766835273","0.677544007459587"
"VT11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.946860838152085","0.653493710520483","0.646749400853207","0.581262829111517","0.74352017498021","0.746685748043526","0.569735308941264"
"VT12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.777148607064282","0.761816977584141","0.766268421074748","0.88720619673362","0.880985763533253","0.716804988867762"
"SF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.65190747100692","0.918210844438237","0.880992068113939","0.914614168203997","0.941682965105769"
"SF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.781140402727651","0.812561247358505","0.862241649693649","0.708982035747684"
"SF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.915693190598662","0.913730143128094","0.941159425080959"
"SM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.925485100704445","0.810665837295849"
"SM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.851761950583141"
"","R1 absolute values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","VT02","VT03","VT04","VT05","VT06","VT07","VT08","VT09","VT10","VT11","VT12","SF1","SF2","SF3","SM1","SM2","SM3"
"VT01","0.831896008482067","0.930379456306966","0.854287681116597","0.874371809038399","0.821141154289297","0.925859128264644","0.927259820104863","0.877060304044513","0.882057778218354","0.879970243493668","0.939854036616306","0.839430469805203","0.790892097267596","0.820450393172923","0.860500771035754","0.851256999402504","0.835238451834401"
"VT02",NA,"0.813379992793528","0.675915769327864","0.606076658420747","0.699130591649959","0.770682269549495","0.735867546774875","0.831817188399651","0.823607675336614","0.789053007218841","0.836394397284562","0.677463436476044","0.559350817542804","0.548978298263268","0.734145816531527","0.680123421589763","0.541923217789211"
"VT03",NA,NA,"0.810469753396103","0.8470802272031","0.726606092233249","0.808056011960465","0.896653147691783","0.916565909373106","0.846290765667538","0.884694103776808","0.903759460373878","0.795238673633333","0.603668490684466","0.740183084978671","0.808647844361254","0.789046230686344","0.749122741828169"
"VT04",NA,NA,NA,"0.785604207700263","0.876309784928872","0.912036124460719","0.835203491165095","0.783116790722998","0.793668789649663","0.893298666719746","0.851143034031468","0.630591673536491","0.564998402224469","0.579676679116633","0.590517072436444","0.684184126402951","0.6179444753595"
"VT05",NA,NA,NA,NA,"0.751587178664454","0.779024292572269","0.791828003673623","0.842216749105502","0.82834140238844","0.899583385086145","0.897949069608251","0.765975726631093","0.710819712560654","0.740518231695364","0.816537621083051","0.817749641451261","0.749891703375331"
"VT06",NA,NA,NA,NA,NA,"0.885626665927931","0.87768740090668","0.810461874110361","0.754050955115318","0.889734040155378","0.811170099858464","0.499647875496418","0.668979494350363","0.461959266227134","0.577679048699914","0.527618921975993","0.48294678688887"
