0.66,0.21,0.21,NA,0.25,0.27,0.34,0.64,0.29,0.42,0.45
0.37,0.24,0.48,NA,0.19,0.29,0.23,0.27,0.28,0.37,0.99
0.49,0.25,1.34,NA,0.14,0.26,0.18,0.09,0.28,0.4,0.85
1.79,0.3,2.74,NA,0.12,0.28,0.2,0.07,0.26,0.5,0.72
3.63,0.44,3.69,NA,0.16,0.54,0.26,0.17,0.32,0.77,0.84
4.11,0.86,3.81,NA,0.37,1.24,0.4,0.69,0.58,1.51,1.02
3.96,1.93,3.6,NA,1.05,2.22,0.78,1.7,1.18,3.01,1.65
4.48,3.42,3.37,NA,2.11,2.71,1.41,2.43,2.08,4.38,3.4
4.94,4.42,3.15,NA,2.79,2.45,1.85,2.31,2.84,4.57,5.54
4.95,4.58,2.96,NA,2.69,2.07,1.72,1.66,3.12,4.09,6.45
4.84,4.2,2.88,NA,2.21,1.8,1.29,1.1,3,3.68,6.27
4.8,3.77,2.95,NA,1.8,1.61,0.96,0.86,2.76,3.49,5.87
4.82,3.49,3.01,NA,1.51,1.48,0.75,0.7,2.49,3.5,5.61
4.87,3.36,2.99,NA,1.29,1.33,0.6,0.49,2.21,3.5,5.63
4.77,3.33,2.94,NA,1.23,1.19,0.53,0.35,1.94,3.25,5.43
4.39,3.15,2.86,NA,1.38,1.05,0.44,0.26,1.56,2.66,4.71
3.9,2.85,2.79,NA,1.59,0.91,0.33,0.18,1.08,1.96,3.66
3.39,2.6,2.75,NA,1.59,0.81,0.36,0.23,0.66,1.45,2.58
2.95,2.4,2.76,NA,1.41,0.76,0.48,0.44,0.4,1.13,1.82
2.66,2.25,2.84,NA,1.43,0.69,0.56,0.55,0.3,0.98,1.34
2.42,2.16,2.97,NA,1.7,0.7,0.64,0.47,0.34,0.98,1
2.19,2.07,2.99,NA,1.97,0.8,0.87,0.49,0.52,1.03,0.83
1.9,1.95,2.5,NA,2.2,0.96,1.19,0.68,0.77,1.06,0.77
1.29,1.86,1.62,NA,2.36,1.17,1.47,0.92,1.04,1.15,0.84
0.6,1.7,1.26,NA,2.15,1.24,1.62,1.28,1.29,1.28,0.97
0.28,1.3,1.37,NA,1.55,1.05,1.68,1.86,1.4,1.39,0.9
0.26,0.86,1.14,NA,1.08,0.74,1.95,2.53,1.33,1.49,0.69
0.3,0.72,0.73,NA,1.09,0.68,2.46,3.06,1.37,1.52,0.8
0.31,0.81,0.55,NA,1.45,1.06,3.12,3.74,1.74,1.58,1.29
0.28,0.86,0.51,NA,1.96,1.71,4.11,4.82,2.35,2.01,1.9
0.2,0.81,0.57,NA,2.55,2.31,5.29,6.22,3.05,2.6,2.53
0.19,0.83,0.73,NA,3.06,2.64,6.14,7.67,3.59,3,3.06
0.3,1.02,0.85,NA,3.4,2.79,6.52,8.4,3.83,3.21,3.37
0.41,1.31,0.9,NA,3.57,2.82,6.67,8.41,3.89,3.29,3.5
0.44,1.54,0.93,NA,3.59,2.72,6.65,8.28,3.84,3.23,3.45
0.47,1.62,0.95,NA,3.65,2.46,6.42,7.93,3.59,3.04,3.22
0.53,1.58,1.03,NA,3.96,2.14,6.1,7.22,3.17,2.84,2.89
0.72,1.71,1.24,NA,4.57,1.95,5.75,6.52,2.73,2.66,2.51
1.03,2.13,1.55,NA,5.5,1.95,5.38,5.87,2.29,2.45,2.01
1.49,2.45,2,NA,6.77,2.03,5.06,4.88,1.86,2.26,1.42
2.18,2.46,2.52,NA,8.15,2.04,4.84,3.78,1.56,1.96,0.84
2.66,2.45,2.85,NA,9.2,1.95,4.61,2.86,1.35,1.49,0.4
2.54,2.32,2.74,NA,9.3,1.78,4.22,2.06,1,1.06,0.16
2.11,1.84,2.11,NA,8.49,1.63,3.59,1.26,0.35,0.69,0.06
